1;Liévin;PAS DE CALAIS;HAUTS DE FRANCE;278.579503942;264.045093268;276.572866678
2;Essey-lès-Nancy;MEURTHE ET MOSELLE;GRAND EST;271.470206918;265.460318714;275.205233377
3;Ortillon;AUBE;GRAND EST;210.761807465;259.684973382;231.339061560
4;Saint-Laurent-du-Var;ALPES MARITIMES;PROVENCE ALPES COTE D AZUR;217.803622562;211.954671983;223.668026979
5;Montjoie-le-Château;DOUBS;BOURGOGNE FRANCHE COMTE;214.077390035;237.312233070;214.510349537
6;Varennes-Saint-Honorat;HAUTE LOIRE;AUVERGNE RHONE ALPES;225.228950174;209.461034700;211.263407499
7;Poitiers;VIENNE;NOUVELLE AQUITAINE;201.910059609;155.049148446;207.803871685
8;Cunel;MEUSE;GRAND EST;205.703732609;197.240557935;207.603867910
9;Saint-Avold;MOSELLE;GRAND EST;212.107027033;200.642698601;206.785195085
10;Savigny-le-Temple;SEINE ET MARNE;ILE DE FRANCE;227.028419606;207.796017125;205.404689493
11;Orléans;LOIRET;CENTRE VAL DE LOIRE;196.146945597;177.763067522;200.436832732
12;Bagert;ARIEGE;OCCITANIE;192.086387474;236.711997866;199.224092762
13;Le Havre;SEINE MARITIME;NORMANDIE;189.929078149;177.184980520;198.934993460
14;Veauce;ALLIER;AUVERGNE RHONE ALPES;189.562299767;200.660253924;196.328082247
15;Vannes;MORBIHAN;BRETAGNE;194.750701030;186.561786940;192.276467925
16;Argut-Dessous;HAUTE GARONNE;OCCITANIE;211.323198258;156.843984118;191.456071877
17;Mont-Saint-Aignan;SEINE MARITIME;NORMANDIE;179.883417617;160.279343177;189.371084372
18;Gouy-les-Groseillers;OISE;HAUTS DE FRANCE;203.848384932;215.976706411;187.970275318
19;Puisenval;SEINE MARITIME;NORMANDIE;177.702778958;248.971431847;187.902949467
20;Aucelon;DROME;AUVERGNE RHONE ALPES;186.913018752;172.295835311;187.145335586
21;Arnayon;DROME;AUVERGNE RHONE ALPES;184.013267324;164.761050942;186.349355051
22;Verrières;ARDENNES;GRAND EST;182.948260116;217.220430293;185.843151684
23;Monnetay;JURA;BOURGOGNE FRANCHE COMTE;191.665419575;268.186805264;185.058110824
24;Angers;MAINE ET LOIRE;PAYS DE LA LOIRE;190.163658440;141.808351856;184.349680554
25;Rondefontaine;DOUBS;BOURGOGNE FRANCHE COMTE;179.464959116;212.093754316;183.825065140
26;Sainte-Lunaise;CHER;CENTRE VAL DE LOIRE;180.256974694;193.833962105;183.467711683
27;Arrodets;HAUTES PYRENEES;OCCITANIE;181.350221536;200.671175451;182.560916529
28;Paris 13e Arrondissement;PARIS;ILE DE FRANCE;158.958243101;169.412825428;180.147664682
29;Wasquehal;NORD;HAUTS DE FRANCE;170.730345424;156.683365970;179.981429695
30;Montclard;HAUTE LOIRE;AUVERGNE RHONE ALPES;200.807176713;191.437941846;179.724201705
31;Angers;MAINE ET LOIRE;PAYS DE LA LOIRE;178.586623192;142.378545366;178.704941889
32;Volvent;DROME;AUVERGNE RHONE ALPES;177.326995236;160.283685140;178.269316672
33;Vaulx-en-Velin;RHONE;AUVERGNE RHONE ALPES;165.201290635;156.662692055;177.126364380
34;Saint-Denis;LA REUNION;LA REUNION;176.814748113;163.731808438;176.814748113
35;Toulouse;HAUTE GARONNE;OCCITANIE;164.448261122;147.244612838;176.501673784
36;Reculfoz;DOUBS;BOURGOGNE FRANCHE COMTE;169.013548422;200.139553625;176.408998573
37;Marseille 9e Arrondissement;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR;166.573944781;165.030131244;175.711827400
38;Brest;FINISTERE;BRETAGNE;172.452154602;136.188427348;174.278732386
39;Brest;FINISTERE;BRETAGNE;171.219315953;142.772626599;173.781972216
40;Lille;NORD;HAUTS DE FRANCE;168.698305427;159.124132154;173.763760648
41;Villeurbanne;RHONE;AUVERGNE RHONE ALPES;153.219804128;143.635681222;173.351076597
42;La Villedieu;LOZERE;OCCITANIE;212.495261547;358.639788178;173.242471723
43;Pessac;GIRONDE;NOUVELLE AQUITAINE;156.515290032;132.076165050;173.197869737
44;Reims;MARNE;GRAND EST;161.470197464;134.446288094;171.859559134
45;Toulouse;HAUTE GARONNE;OCCITANIE;156.168533179;138.890432628;171.271453754
46;Orvault;LOIRE ATLANTIQUE;PAYS DE LA LOIRE;171.161750351;158.890498028;171.251592066
47;Clermont-Ferrand;PUY DE DOME;AUVERGNE RHONE ALPES;167.183188316;142.542044013;170.785101487
48;Évreux;EURE;NORMANDIE;177.726378227;150.772270461;170.437382316
49;Tignac;ARIEGE;OCCITANIE;161.944589408;196.684977286;169.918545458
50;Lamanère;PYRENEES ORIENTALES;OCCITANIE;150.133935311;185.897071089;169.884760438
51;La Couronne;CHARENTE;NOUVELLE AQUITAINE;172.140600460;147.909763215;169.584437436
52;Dijon;COTE D OR;BOURGOGNE FRANCHE COMTE;155.034407784;131.881488770;168.987962108
53;Caen;CALVADOS;NORMANDIE;163.022605247;132.435082847;168.851513764
54;Talence;GIRONDE;NOUVELLE AQUITAINE;156.229319367;136.966838717;168.432188207
55;Rennes;ILLE ET VILAINE;BRETAGNE;154.246578915;127.062971909;168.355028760
56;Thionville;MOSELLE;GRAND EST;170.627267823;171.697671687;168.335045552
57;Sansa;PYRENEES ORIENTALES;OCCITANIE;149.839320446;170.967187468;168.316874751
58;Le Mans;SARTHE;PAYS DE LA LOIRE;159.552331197;136.832863821;167.759310822
59;Galinagues;AUDE;OCCITANIE;165.818189369;175.353032112;166.963453200
60;Lomné;HAUTES PYRENEES;OCCITANIE;166.177666864;186.094976788;166.896792566
61;Vannes;MORBIHAN;BRETAGNE;169.468781699;161.163819016;166.173912189
62;Grenois;NIEVRE;BOURGOGNE FRANCHE COMTE;154.890976347;142.215498040;165.828809583
63;La Basse-Vaivre;HAUTE SAONE;BOURGOGNE FRANCHE COMTE;167.088151577;163.768193887;165.090580391
64;Besançon;DOUBS;BOURGOGNE FRANCHE COMTE;156.260659171;136.782462212;164.871406592
65;Angers;MAINE ET LOIRE;PAYS DE LA LOIRE;164.059345120;146.807025755;164.751383841
66;Alès;GARD;OCCITANIE;163.738988849;154.095180433;164.735531851
67;Saint-Nazaire;LOIRE ATLANTIQUE;PAYS DE LA LOIRE;169.500100792;158.144780881;164.523750974
68;Gradignan;GIRONDE;NOUVELLE AQUITAINE;151.614009203;131.745126821;164.324671813
69;Mont-Saint-Aignan;SEINE MARITIME;NORMANDIE;155.939810409;138.986570275;164.190601778
70;Revens;GARD;OCCITANIE;161.211907097;142.003625268;163.924866455
71;Marseille 9e Arrondissement;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR;156.451541400;155.179568837;163.853109298
72;Reims;MARNE;GRAND EST;163.317766854;171.160821781;163.827762447
73;Bessède-de-Sault;AUDE;OCCITANIE;157.471163726;152.640637670;163.209125389
74;Cholet;MAINE ET LOIRE;PAYS DE LA LOIRE;162.117395133;158.741718543;162.961721663
75;La Villedieu;CREUSE;NOUVELLE AQUITAINE;161.792774139;150.488940359;162.881766485
76;La Roche-sur-Yon;VENDEE;PAYS DE LA LOIRE;177.136507535;151.243798767;162.631710806
77;Sablé-sur-Sarthe;SARTHE;PAYS DE LA LOIRE;153.596709880;149.138702770;162.255612092
78;Angers;MAINE ET LOIRE;PAYS DE LA LOIRE;159.740101111;133.363735655;161.870357908
79;Perpignan;PYRENEES ORIENTALES;OCCITANIE;149.147089425;141.155135399;161.813366627
80;Soyers;HAUTE MARNE;GRAND EST;154.582813019;166.652456273;161.683205737
81;Theuville;VAL D OISE;ILE DE FRANCE;168.675336357;257.002372551;161.679392297
82;Tours;INDRE ET LOIRE;CENTRE VAL DE LOIRE;158.557328775;138.725313434;161.669611183
83;La Valette-du-Var;VAR;PROVENCE ALPES COTE D AZUR;171.102584354;157.950064518;161.474351187
84;Nancy;MEURTHE ET MOSELLE;GRAND EST;149.598182343;122.439090598;161.362821406
85;Limoges;HAUTE VIENNE;NOUVELLE AQUITAINE;154.816534623;137.099126848;161.194287081
86;Fenouillet-du-Razès;AUDE;OCCITANIE;157.640444467;171.074997659;161.101667149
87;Saint-Martin-d'Hères;ISERE;AUVERGNE RHONE ALPES;161.288283719;132.611062491;161.003232101
88;Lorient;MORBIHAN;BRETAGNE;162.362231971;148.201756758;160.863128527
89;Granville;MANCHE;NORMANDIE;170.621357949;168.606649169;160.776636752
90;Rennes;ILLE ET VILAINE;BRETAGNE;150.883812871;140.398378957;160.576334591
91;Metz;MOSELLE;GRAND EST;164.026131324;143.164166778;160.357901707
92;Saint-Michel-en-Beaumont;ISERE;AUVERGNE RHONE ALPES;166.290905645;159.992260003;160.133807692
93;Montpellier;HERAULT;OCCITANIE;149.500441572;128.512669048;160.035431144
94;Nantes;LOIRE ATLANTIQUE;PAYS DE LA LOIRE;159.233715082;149.009997702;159.485293577
95;Rennes;ILLE ET VILAINE;BRETAGNE;160.138074399;148.852049732;159.266974991
96;Chalon-sur-Saône;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE;169.557211617;151.580613559;158.924432246
97;Rennes;ILLE ET VILAINE;BRETAGNE;154.443054228;149.291101459;158.864151862
98;Oyonnax;AIN;AUVERGNE RHONE ALPES;171.802402740;159.316339099;158.771142486
99;Grenoble;ISERE;AUVERGNE RHONE ALPES;161.429988821;144.197650660;158.752294280
100;Saint-Herblain;LOIRE ATLANTIQUE;PAYS DE LA LOIRE;150.858028391;128.885831380;158.737213273
101;Saint-Chamond;LOIRE;AUVERGNE RHONE ALPES;152.631714406;144.975243445;158.532263580
102;Le Pont-de-Claix;ISERE;AUVERGNE RHONE ALPES;165.217402936;154.669179056;158.495284116
103;Laval;MAYENNE;PAYS DE LA LOIRE;165.408422245;150.930715154;158.411117846
104;Évreux;EURE;NORMANDIE;165.795815663;133.942461218;158.279879690
105;Pommerol;DROME;AUVERGNE RHONE ALPES;157.044405642;186.842106227;158.221741668
106;Chasseneuil-du-Poitou;VIENNE;NOUVELLE AQUITAINE;144.986986475;108.312605583;158.179130784
107;Rennes;ILLE ET VILAINE;BRETAGNE;158.570577113;147.554999862;158.135519528
108;Agen;LOT ET GARONNE;NOUVELLE AQUITAINE;159.062165524;147.910219953;158.093363197
109;Compiègne;OISE;HAUTS DE FRANCE;166.472347445;151.121430243;157.916638780
110;Rennes;ILLE ET VILAINE;BRETAGNE;153.864838115;140.805271167;157.560418784
111;Angers;MAINE ET LOIRE;PAYS DE LA LOIRE;156.755685051;133.247258920;157.381827579
112;Angers;MAINE ET LOIRE;PAYS DE LA LOIRE;155.562119337;129.111533883;157.373918411
113;La Roche-sur-Yon;VENDEE;PAYS DE LA LOIRE;173.459812660;144.993612988;157.196215330
114;Le Mans;SARTHE;PAYS DE LA LOIRE;148.928133611;126.723503025;156.973521329
115;Caen;CALVADOS;NORMANDIE;154.231395456;131.822134283;156.883890354
116;Rouen;SEINE MARITIME;NORMANDIE;151.733471486;139.420246166;156.855231685
117;Cosne-Cours-sur-Loire;NIEVRE;BOURGOGNE FRANCHE COMTE;153.645248335;150.127053837;156.795860162
118;Lille;NORD;HAUTS DE FRANCE;147.988184742;132.517617021;156.467186471
119;Brest;FINISTERE;BRETAGNE;153.613845829;137.145475592;156.332924169
120;Lorient;MORBIHAN;BRETAGNE;158.403549323;144.544840242;156.297046706
121;Courcouronnes;ESSONNE;ILE DE FRANCE;160.865591563;162.574556574;156.264041959
122;Sainte-Rose;LA REUNION;LA REUNION;156.181888808;172.417753457;156.181888808
123;Sarlat-la-Canéda;DORDOGNE;NOUVELLE AQUITAINE;158.904282753;152.773253635;156.046004382
124;La Rochelle;CHARENTE MARITIME;NOUVELLE AQUITAINE;163.265305249;138.770732995;155.921487922
125;Poitiers;VIENNE;NOUVELLE AQUITAINE;146.242594523;111.777250195;155.811170260
126;Creutzwald;MOSELLE;GRAND EST;157.079976589;155.508007491;155.735992453
127;Vaux-lès-Rubigny;ARDENNES;GRAND EST;149.534124212;187.806109358;155.705387876
128;Angers;MAINE ET LOIRE;PAYS DE LA LOIRE;154.301603070;133.312860619;155.694058839
129;Besançon;DOUBS;BOURGOGNE FRANCHE COMTE;149.757446461;132.482815976;155.581280117
130;Vichy;ALLIER;AUVERGNE RHONE ALPES;148.307470415;139.111121838;155.563032777
131;Caen;CALVADOS;NORMANDIE;149.642130230;120.225156739;155.500741290
132;Chaudebonne;DROME;AUVERGNE RHONE ALPES;152.261370082;142.582493644;155.480006651
133;Paris 14e Arrondissement;PARIS;ILE DE FRANCE;153.104213878;149.346910582;155.441565688
134;Saint-Quentin;AISNE;HAUTS DE FRANCE;154.025298519;132.745316963;155.402166767
135;Saint-Brieuc;COTES D ARMOR;BRETAGNE;154.399572025;145.112041082;155.288882677
136;Firminy;LOIRE;AUVERGNE RHONE ALPES;151.603394817;142.169668351;155.226055241
137;Nanterre;HAUTS DE SEINE;ILE DE FRANCE;161.746948644;148.923461541;155.197572945
138;Villeneuve-d'Ascq;NORD;HAUTS DE FRANCE;148.063150176;135.215627158;155.159620744
139;Tours;INDRE ET LOIRE;CENTRE VAL DE LOIRE;152.717189092;134.367159164;155.153147322
140;San-Gavino-di-Fiumorbo;HAUTE CORSE;CORSE;151.550650585;148.002557394;155.113666223
141;Niort;DEUX SEVRES;NOUVELLE AQUITAINE;170.439259134;157.366119881;155.088688738
142;Alençon;ORNE;NORMANDIE;159.690421958;144.718784558;155.043058649
143;La Roche-sur-Yon;VENDEE;PAYS DE LA LOIRE;168.203224542;146.275007056;154.920353939
144;Reims;MARNE;GRAND EST;151.239170947;140.342090147;154.885279534
145;Saumur;MAINE ET LOIRE;PAYS DE LA LOIRE;153.931620387;140.396040561;154.492056578
146;Troyes;AUBE;GRAND EST;143.053875673;125.759468463;154.357490885
147;Rennes;ILLE ET VILAINE;BRETAGNE;155.269248444;145.257704463;154.268236029
148;Mirbel;HAUTE MARNE;GRAND EST;154.044336321;193.904292818;154.179419854
149;Angers;MAINE ET LOIRE;PAYS DE LA LOIRE;151.839719147;123.539846158;154.123338554
150;Bourg-en-Bresse;AIN;AUVERGNE RHONE ALPES;168.438372032;142.017402716;153.958589078
151;La Rochelle;CHARENTE MARITIME;NOUVELLE AQUITAINE;155.888292266;142.260909181;153.836200581
152;Angers;MAINE ET LOIRE;PAYS DE LA LOIRE;149.962356390;124.877626801;153.783009244
153;Rennes;ILLE ET VILAINE;BRETAGNE;149.675188919;137.484532670;153.758721962
154;La Roche-sur-Yon;VENDEE;PAYS DE LA LOIRE;168.774073772;145.634708187;153.740357175
155;Roanne;LOIRE;AUVERGNE RHONE ALPES;151.816923446;147.916768480;153.731413103
156;La Rochelle;CHARENTE MARITIME;NOUVELLE AQUITAINE;159.267027964;138.354514099;153.719002564
157;Meyzieu;RHONE;AUVERGNE RHONE ALPES;143.893081852;139.753814006;153.699114235
158;Bordeaux;GIRONDE;NOUVELLE AQUITAINE;142.364270639;124.319308270;153.680941943
159;Paris 18e Arrondissement;PARIS;ILE DE FRANCE;154.150036915;148.082690694;153.581053099
160;Brest;FINISTERE;BRETAGNE;151.482380816;132.364553529;153.564631419
161;Tours;INDRE ET LOIRE;CENTRE VAL DE LOIRE;150.187441874;131.203837500;153.491348518
162;Ribeauville;AISNE;HAUTS DE FRANCE;156.764916719;179.104519756;153.449579465
163;Troyes;AUBE;GRAND EST;143.980429600;123.773246640;153.412962445
164;Lille;NORD;HAUTS DE FRANCE;146.635268687;135.162472540;153.341637165
165;Vieuzos;HAUTES PYRENEES;OCCITANIE;149.976378778;149.807225686;153.319809714
166;Vandoeuvre-lès-Nancy;MEURTHE ET MOSELLE;GRAND EST;144.555853242;124.611812787;153.314557102
167;Castres;TARN;OCCITANIE;162.903661163;149.577862246;153.141294746
168;La Baule-Escoublac;LOIRE ATLANTIQUE;PAYS DE LA LOIRE;158.602547623;141.204762221;153.096863259
169;Strasbourg;BAS RHIN;GRAND EST;153.710705317;134.005375154;153.040773284
170;Callen;LANDES;NOUVELLE AQUITAINE;160.278104801;164.581473619;153.035613679
171;Niort;DEUX SEVRES;NOUVELLE AQUITAINE;169.224987499;155.551891979;152.983461516
172;Nevers;NIEVRE;BOURGOGNE FRANCHE COMTE;149.932470733;140.122716919;152.869861051
173;Sotzeling;MOSELLE;GRAND EST;152.587496207;169.157071869;152.785293854
174;Lille;NORD;HAUTS DE FRANCE;147.430222438;138.678022792;152.659386462
175;Poitiers;VIENNE;NOUVELLE AQUITAINE;152.816693005;136.216657914;152.591870323
176;Nogent-en-Othe;AUBE;GRAND EST;138.497225952;146.636963344;152.495156882
177;Autun;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE;154.473180996;147.529253103;152.487919084
178;Neuilly-sur-Marne;SEINE SAINT DENIS;ILE DE FRANCE;149.218374775;146.241538789;152.430288012
179;Brive-la-Gaillarde;CORREZE;NOUVELLE AQUITAINE;157.157129052;155.106882280;152.281884408
180;Angers;MAINE ET LOIRE;PAYS DE LA LOIRE;150.148633658;123.029646063;152.252334775
181;Lempdes;PUY DE DOME;AUVERGNE RHONE ALPES;149.787141126;129.443209126;152.158605728
182;Neuvelle-lès-Voisey;HAUTE MARNE;GRAND EST;149.497421702;157.748250788;152.057217489
183;Toulouse;HAUTE GARONNE;OCCITANIE;160.377258531;155.097666608;152.054101658
184;Le Havre;SEINE MARITIME;NORMANDIE;145.970685592;133.281819717;151.891066378
185;Angers;MAINE ET LOIRE;PAYS DE LA LOIRE;151.458172498;128.455475114;151.866742668
186;Périgueux;DORDOGNE;NOUVELLE AQUITAINE;162.539881197;142.922188028;151.826640936
187;Caen;CALVADOS;NORMANDIE;150.874842129;132.116269582;151.767942327
188;Quimper;FINISTERE;BRETAGNE;149.087298628;137.971216787;151.536219334
189;Nantes;LOIRE ATLANTIQUE;PAYS DE LA LOIRE;150.481366908;140.079164202;151.442928679
190;Montcharvot;HAUTE MARNE;GRAND EST;147.771332305;153.203502918;151.286854218
191;Caen;CALVADOS;NORMANDIE;150.696359662;136.044383443;151.273225518
192;Auxerre;YONNE;BOURGOGNE FRANCHE COMTE;147.913611468;139.708950804;151.254810561
193;Rennes;ILLE ET VILAINE;BRETAGNE;141.393837918;120.755871640;151.215662417
194;Brest;FINISTERE;BRETAGNE;149.069752682;134.535276802;151.134993398
195;Paris 16e Arrondissement;PARIS;ILE DE FRANCE;142.817046812;146.534869222;151.100112907
196;Vierzon;CHER;CENTRE VAL DE LOIRE;148.304046899;133.373357635;151.083809307
197;Olivet;LOIRET;CENTRE VAL DE LOIRE;148.380074637;133.571232089;151.056130032
198;Rouen;SEINE MARITIME;NORMANDIE;145.261167439;132.658806252;151.046342221
199;Caen;CALVADOS;NORMANDIE;150.053822275;132.284905998;151.037928565
200;Cusset;ALLIER;AUVERGNE RHONE ALPES;142.389681876;132.957945777;151.011391339
201;Notre-Dame-de-Bondeville;SEINE MARITIME;NORMANDIE;157.680027710;164.520527528;150.924979693
202;Lorient;MORBIHAN;BRETAGNE;154.427613229;140.204893069;150.826695093
203;Limoges;HAUTE VIENNE;NOUVELLE AQUITAINE;144.317854697;137.794415624;150.810837731
204;Soyaux;CHARENTE;NOUVELLE AQUITAINE;151.251154127;131.461508346;150.802473411
205;Rennes;ILLE ET VILAINE;BRETAGNE;146.556776218;132.770207845;150.706307924
206;Montpellier;HERAULT;OCCITANIE;140.488629486;119.415248950;150.565935666
207;Bergerac;DORDOGNE;NOUVELLE AQUITAINE;153.425509046;147.022465836;150.537570804
208;Elbeuf;SEINE MARITIME;NORMANDIE;146.801319989;137.094508619;150.508379891
209;Nancy;MEURTHE ET MOSELLE;GRAND EST;143.992602809;128.666384061;150.497422013
210;Le Mans;SARTHE;PAYS DE LA LOIRE;146.983460944;124.679857664;150.455060851
211;Lisieux;CALVADOS;NORMANDIE;149.472446513;137.451268048;150.319784990
212;Niort;DEUX SEVRES;NOUVELLE AQUITAINE;164.363377929;153.244871197;150.313576782
213;Roanne;LOIRE;AUVERGNE RHONE ALPES;148.194209674;143.225554842;150.288512128
214;Montbrison;LOIRE;AUVERGNE RHONE ALPES;150.374791237;172.911802679;150.275944377
215;Laval;MAYENNE;PAYS DE LA LOIRE;155.069646398;143.404178328;150.261017377
216;Saint-Jean-du-Bouzet;TARN ET GARONNE;OCCITANIE;158.431752751;150.754842861;150.199958489
217;Troyes;AUBE;GRAND EST;141.951610759;122.884976574;150.172817818
218;Sedan;ARDENNES;GRAND EST;148.591976539;138.877927350;150.074725699
219;Paris 18e Arrondissement;PARIS;ILE DE FRANCE;151.051112054;144.624340421;150.059160438
220;Le Creusot;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE;158.449465144;153.338269666;150.039307356
221;Lyon 8e Arrondissement;RHONE;AUVERGNE RHONE ALPES;141.424902563;135.428559097;150.032366260
222;Vichy;ALLIER;AUVERGNE RHONE ALPES;140.426928769;131.476733957;149.919738448
223;Julvécourt;MEUSE;GRAND EST;150.789413160;188.872940381;149.878436528
224;Vannes;MORBIHAN;BRETAGNE;151.721511783;145.335262506;149.757107886
225;Angers;MAINE ET LOIRE;PAYS DE LA LOIRE;148.279985609;126.484329677;149.649427590
226;Châteauroux;INDRE;CENTRE VAL DE LOIRE;146.866733453;137.045088353;149.641877347
227;Pessac;GIRONDE;NOUVELLE AQUITAINE;138.144977037;120.633306968;149.503476269
228;Tours;INDRE ET LOIRE;CENTRE VAL DE LOIRE;143.625816977;125.761692898;149.481368691
229;Fougères;ILLE ET VILAINE;BRETAGNE;154.128134463;148.748970878;149.466707007
230;Tours;INDRE ET LOIRE;CENTRE VAL DE LOIRE;146.829535963;130.501714958;149.408780081
231;Pau;PYRENEES ATLANTIQUES;NOUVELLE AQUITAINE;147.783073059;128.345636730;149.356202729
232;Amiens;SOMME;HAUTS DE FRANCE;147.067874922;122.782244072;149.277388516
233;Annonay;ARDECHE;AUVERGNE RHONE ALPES;152.260598791;146.170099875;149.208130992
234;Toulouse;HAUTE GARONNE;OCCITANIE;137.830085169;123.202190147;149.126522256
235;Le Clat;AUDE;OCCITANIE;139.949474382;128.160278371;149.114651670
236;Carcassonne;AUDE;OCCITANIE;153.310828557;149.025122069;149.066848149
237;Angers;MAINE ET LOIRE;PAYS DE LA LOIRE;147.989195197;124.975408737;149.024217665
238;Le Havre;SEINE MARITIME;NORMANDIE;143.190373585;131.226941033;149.006576727
239;Nevers;NIEVRE;BOURGOGNE FRANCHE COMTE;145.013640259;137.180195592;148.909869936
240;Saint-Étienne-du-Rouvray;SEINE MARITIME;NORMANDIE;141.532375737;126.951673425;148.833749094
241;Aubenas;ARDECHE;AUVERGNE RHONE ALPES;149.183709667;129.069244188;148.791109506
242;Talence;GIRONDE;NOUVELLE AQUITAINE;143.311191554;131.939905010;148.739799166
243;Laval;MAYENNE;PAYS DE LA LOIRE;156.252969721;141.146126000;148.715090802
244;Trouville-sur-Mer;CALVADOS;NORMANDIE;147.791384171;123.120442159;148.693559265
245;Troyes;AUBE;GRAND EST;138.810488142;120.930662773;148.686262418
246;Tressandans;DOUBS;BOURGOGNE FRANCHE COMTE;152.010041818;150.055864336;148.651812365
247;Montpellier;HERAULT;OCCITANIE;138.858089963;118.862996425;148.587995829
248;Limoges;HAUTE VIENNE;NOUVELLE AQUITAINE;142.391660184;128.578439021;148.541850209
249;Poitiers;VIENNE;NOUVELLE AQUITAINE;142.314576023;117.219552807;148.536205273
250;Le Puy-en-Velay;HAUTE LOIRE;AUVERGNE RHONE ALPES;162.498409892;145.939808741;148.532157517
251;Elbeuf;SEINE MARITIME;NORMANDIE;142.178001268;128.820762204;148.521774384
252;Lételon;ALLIER;AUVERGNE RHONE ALPES;142.558923587;160.183616609;148.499878214
253;Paris 13e Arrondissement;PARIS;ILE DE FRANCE;147.229607140;142.779529239;148.452971456
254;Narbonne;AUDE;OCCITANIE;151.604443636;148.731802988;148.439680057
255;La Maison-Dieu;NIEVRE;BOURGOGNE FRANCHE COMTE;142.787860085;148.111031897;148.420043906
256;Bourges;CHER;CENTRE VAL DE LOIRE;145.957522717;136.999838975;148.412478956
257;Le Puy-en-Velay;HAUTE LOIRE;AUVERGNE RHONE ALPES;155.689800292;143.235185519;148.391282649
258;Jouy-en-Josas;YVELINES;ILE DE FRANCE;163.667148709;148.804274785;148.237916197
259;Lisieux;CALVADOS;NORMANDIE;146.655152232;136.407809928;148.145801624
260;Dijon;COTE D OR;BOURGOGNE FRANCHE COMTE;142.218806939;125.717492800;148.012037076
261;Concarneau;FINISTERE;BRETAGNE;145.009458999;141.320772605;147.942554810
262;Guingamp;COTES D ARMOR;BRETAGNE;151.024122404;127.300030230;147.935449234
263;Le Mans;SARTHE;PAYS DE LA LOIRE;141.879042399;109.767825453;147.920031741
264;Guingamp;COTES D ARMOR;BRETAGNE;149.811268613;128.748612664;147.899193365
265;Rouen;SEINE MARITIME;NORMANDIE;141.943991050;130.398048625;147.895272962
266;Saint-Malo;ILLE ET VILAINE;BRETAGNE;149.825919693;135.884948777;147.875483595
267;Royan;CHARENTE MARITIME;NOUVELLE AQUITAINE;150.520262412;160.063231400;147.826501541
268;Poitiers;VIENNE;NOUVELLE AQUITAINE;147.525143543;132.195968478;147.728992907
269;Saint-Brieuc;COTES D ARMOR;BRETAGNE;150.964824021;134.734284000;147.718143439
270;Saint-Brieuc;COTES D ARMOR;BRETAGNE;149.819341789;137.978098511;147.716682948
271;L'Aigle;ORNE;NORMANDIE;149.584149919;137.837604644;147.688327398
272;Allonnes;SARTHE;PAYS DE LA LOIRE;140.473292655;120.579150837;147.660888205
273;Nancy;MEURTHE ET MOSELLE;GRAND EST;139.769513155;121.639975107;147.612087953
274;Saint-Nazaire;LOIRE ATLANTIQUE;PAYS DE LA LOIRE;146.695498536;132.430097541;147.565934925
275;Nice;ALPES MARITIMES;PROVENCE ALPES COTE D AZUR;144.446438172;140.177059753;147.520051950
276;Guingamp;COTES D ARMOR;BRETAGNE;151.080033352;126.680477882;147.467832529
277;Châtellerault;VIENNE;NOUVELLE AQUITAINE;147.502784387;140.028749672;147.466898354
278;Saint-Herblain;LOIRE ATLANTIQUE;PAYS DE LA LOIRE;145.172336816;133.919123068;147.376321539
279;Besançon;DOUBS;BOURGOGNE FRANCHE COMTE;141.365395970;124.433830046;147.361763440
280;La Flèche;SARTHE;PAYS DE LA LOIRE;142.091207444;143.959404522;147.313320902
281;Alès;GARD;OCCITANIE;147.091322528;139.913948982;147.302367994
282;Besançon;DOUBS;BOURGOGNE FRANCHE COMTE;140.185950769;121.557942414;147.287400691
283;Rennes;ILLE ET VILAINE;BRETAGNE;145.386320799;135.202623970;147.188407951
284;Brest;FINISTERE;BRETAGNE;144.269146578;126.938801074;147.173523064
285;Lyon 8e Arrondissement;RHONE;AUVERGNE RHONE ALPES;140.560548995;135.181006414;147.169936011
286;Tours;INDRE ET LOIRE;CENTRE VAL DE LOIRE;146.325376763;129.783269612;147.166648307
287;Metz;MOSELLE;GRAND EST;151.709178879;131.008438159;147.161925824
288;Nantes;LOIRE ATLANTIQUE;PAYS DE LA LOIRE;146.890185433;137.628137449;147.154554119
289;La Roche-sur-Yon;VENDEE;PAYS DE LA LOIRE;155.290003164;140.464659726;147.135558169
290;Troyes;AUBE;GRAND EST;137.262881165;120.531569297;147.059984648
291;Metz;MOSELLE;GRAND EST;149.326601908;129.243734049;146.995096413
292;Limoges;HAUTE VIENNE;NOUVELLE AQUITAINE;140.843548762;129.901340654;146.898554771
293;Paris 14e Arrondissement;PARIS;ILE DE FRANCE;134.694410739;139.395998860;146.865253059
294;Castres;TARN;OCCITANIE;159.410136604;147.370045723;146.853221880
295;Nantes;LOIRE ATLANTIQUE;PAYS DE LA LOIRE;144.664942411;133.699641145;146.794607351
296;Albi;TARN;OCCITANIE;157.062491159;138.718485448;146.753193491
